aspa, 2, 0, 0
adios2, 0, 1, 6.863180875778198
babeltrace, 1, 0, 0
babeltrace, 2, 0, 0
cfitsio, 1, 0, 0
cfitsio, 2, 0, 0
bat, 1, 0, 0
bat, 2, 0, 0
asagi, 1, 0, 0
asagi, 2, 0, 0
arrayfire, 1, 0, 0
arrayfire, 2, 0, 0
cmaq, 0, 1, 0.07720088958740234
cmaq, 1, 0, 0
cmaq, 2, 0, 0
asciidoc-py3, 0, 1, 7.117663383483887
ccache, 0, 1, 1.845871925354004
clustalw, 0, 1, 0.16812515258789062
cereal, 0, 1, 1.5590181350708008
beforelight, 1, 0, 0
beforelight, 2, 0, 0
clustalw, 1, 0, 0
clustalw, 2, 0, 0
armadillo, 1, 0, 0
armadillo, 2, 0, 0
clustal-omega, 0, 1, 0.2642793655395508
clustal-omega, 1, 0, 0
clustal-omega, 2, 0, 0
cereal, 1, 0, 0
cereal, 2, 0, 0
cask, 0, 1, 2.401825428009033
ccache, 1, 0, 0
ccache, 2, 0, 0
angsd, 0, 1, 7.261906862258911
clp, 0, 1, 0.3637268543243408
clp, 1, 0, 0
clp, 2, 0, 0
aspcud, 0, 1, 7.298203706741333
boxlib, 0, 1, 4.7579731941223145
adios2, 1, 0, 0
adios2, 2, 0, 0
cntk1bitsgd, 0, 1, 0.07737159729003906
cntk1bitsgd, 1, 0, 0
cntk1bitsgd, 2, 0, 0
cask, 1, 0, 0
cask, 2, 0, 0
asciidoc-py3, 1, 0, 0
asciidoc-py3, 2, 0, 0
cgdb, 0, 1, 1.9041812419891357
angsd, 1, 0, 0
angsd, 2, 0, 0
boxlib, 1, 0, 0
boxlib, 2, 0, 0
asciidoc, 0, 1, 7.645108699798584
bsseeker2, 1, 0, 0
aspcud, 1, 0, 0
aspcud, 2, 0, 0
cgdb, 1, 0, 0
cgdb, 2, 0, 0
cohmm, 0, 1, 0.07945108413696289
cohmm, 1, 0, 0
cohmm, 2, 0, 0
branson, 0, 1, 4.7608864307403564
akantu, 1, 1, 7.379197597503662
cloc, 0, 1, 1.168654203414917
albany, 0, 0, 0
albany, 1, 0, 0
albany, 2, 0, 0
bracken, 0, 1, 5.218177318572998
coinhsl, 0, 1, 0.17189645767211914
cloc, 1, 0, 0
cloc, 2, 0, 0
coinhsl, 1, 0, 0
coinhsl, 2, 0, 0
ceres-solver, 0, 1, 2.336920976638794
bumpversion, 0, 1, 4.181765079498291
bowtie2, 0, 1, 5.464067220687866
asciidoc, 1, 0, 0
asciidoc, 2, 0, 0
coinutils, 0, 1, 0.16761565208435059
clara, 0, 1, 1.5746805667877197
coinutils, 1, 0, 0
coinutils, 2, 0, 0
chrony, 0, 1, 1.9191036224365234
collectd, 0, 1, 0.16957664489746094
collectd, 1, 0, 0
collectd, 2, 0, 0
ceres-solver, 1, 0, 0
ceres-solver, 2, 0, 0
bracken, 1, 0, 0
bracken, 2, 0, 0
branson, 1, 0, 0
branson, 2, 0, 0
clara, 1, 0, 0
clara, 2, 0, 0
clhep, 0, 1, 1.560429334640503
cli11, 0, 1, 1.557309865951538
colm, 0, 1, 0.16634464263916016
colm, 1, 0, 0
colm, 2, 0, 0
asdf-cxx, 0, 1, 8.19046688079834
bsseeker2, 2, 0, 0
bumpversion, 1, 0, 0
bumpversion, 2, 0, 0
awscli, 1, 1, 6.9980621337890625
chrony, 1, 0, 0
chrony, 2, 0, 0
bismark, 0, 1, 6.3319761753082275
cgdcbxd, 0, 1, 2.606884717941284
clhep, 1, 0, 0
clhep, 2, 0, 0
